ID;Site;Latitude ;Longitude ;Exact location ;Literary source;Site type;Min_date;Max_date;Bibliography - title nr. 1 ;DOI;Bibliography - title nr. 2 ;DOI;Notes
97;Achladi - Ag. Paraskevi SE Crete 29;35,040392;26,145224;Y;;settlement\church;401;800;Poulou-Papademetriou, Natalia. 1995. Le monastère byzantine à Pseira-Crète: la céramique, in Akten des XII Internationalen Kongresses fűr Christliche Archäologie, Bonn 22-28 September 1991, Teil 2, Jahrbuch fűr Antike und Christentum 202, Műnster, 1119-1131.;;;;
98;Achladi - Ag. Paraskevi SE Crete 29;35,040392;26,145224;Y;;settlement\church;961;1205;Poulou-Papademetriou, Natalia. 1995. Le monastère byzantine à Pseira-Crète: la céramique, in Akten des XII Internationalen Kongresses fűr Christliche Archäologie, Bonn 22-28 September 1991, Teil 2, Jahrbuch fűr Antike und Christentum 202, Műnster, 1119-1131.;;;;
99;Ai Kyriannis (Aliziziana);35,433506;23,679788;Y;;settlement\church;961;1205;Lassithiotakes, Konstantinos. 1969. Ekklesies tes Dytikes Kretes. Kretika chronika 21. 177 - 233, 459 - 493. ;;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;
100;Akrotiri - Akron Kalogiros - AKS PL2;35,497204;24,165062;Y;;settlement;201;300;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
101;Akrotiri - Akron Kalogiros - AKS PL2;35,497204;24,165062;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
102;Akrotiri (Ag. Georgios) AKS NK1;35,583042;24,107717;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
103;Akrotiri (Ag. Georgios) AKS NK1;35,583042;24,107717;;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
104;Akrotiri (Ag. Georgios) AKS NK4;35,5747;24,110528;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
105;Alfa cave (Mylopotamos);35,358792;24,670842;Y;;settlement;301;1205;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;
106;Alikianos ;35,454394;23,911596;Y;;settlement\church;961;1205;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;;;;
107;Alikianos Kydonias (Zoodochou Pigis and Ai Kyr Ioannis);35,461805;23,902369;Y;;church;961;1205;Gerola, Giuseppe. 1908. Monumenti Veneti nell’ isola di Creta vol. II, Venice;;ΑΔ Β2 Χρονικά 63 (2008);;
108;Alithine;35,01376;24,884055;Y;;settlement\cemetery\coin;201;824;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;Αndrianakes, Michales. 2011. E mnemeiake architektonike sten Krete tes B' Vyzantines Periodou. Pepragmena I' Diethnous Kretologikou Synedriou (Chania 1-8 Oktovriou 2006), Volume A, 309-361;;
109;Almyrida ;35,449082;24,200764;Y;;church\cemetery;401;824;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Curuni, S. A. –Donati, L. D. 2009. Creta Bizantina. Rilievi e note critiche sutrentaquattro edifici di culto in relazione all’opera di Giuseppe Gerola (Istituto Veneto di Scienze,Lettere ed Arti), Venezia.;;
110;Amari - Lampiniotes - Panagia;35,211478;24,687445;Y;;church;1350;1400;Curuni S.A. 1988: L’ Istituto Veneto di Scienze, Lettere ed Arti e la missione cretese di Giuseppe Gerola, in: Curuni S.A. & Donati L. (eds), Creta Veneziana (Venice) 37-113.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Panagia stis Lambiotes: 2nd half of 14th c.
111;Amatos;35,028192;26,208775;Y;;city;201;400;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
112;Amatos;35,028192;26,208775;Y;;settlement;1101;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
113;Amigdalokefalo - AKS KY1;35,51211;24,133455;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
114;Amigdalokefalo - AKS KY1;35,51211;24,133455;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
115;Amiras;35,041045;25,445763;N;;city\port\fortification\cistern;201;400;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;cluster of Roman sites
116;Amnisos;35,330875;25,206103;Y;;city\port\fortification\cistern;201;300;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
117;Amnisos;35,330875;25,206103;Y;;city\port\fortification\cistern;1101;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
118;Ampelouzos;35,063898;24,934266;Y;;coin;824;900;Miles, George C. 1970. The coinage of the Arab amirs of Crete. New York: American Numismatic Society.;;;;coordinates: village center
119;Ampelouzos - Ag. Paraskevi;35,063279;24,937533;Y;;church;1101;1205;Visible in situ ;;;;
120;Ampelouzos - early christian church;35,061406;24,942221;Y;;church;401;700;Visible in situ ;;;;
121;Amphimalion;35,361517;24,260764;N;Y;city;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
122;Anatoli Elliniki Koryfi;35,031878;25,643366;Y;;settlement;301;824;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;
123;Anatoli Elliniki Koryfi;35,031878;25,643366;Y;;settlement;961;1205;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;
124;Anatoli Mesokastella;35,055483;25,653811;Y;;settlement\church\fortification;961;1205;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;Gigourtakes, Nikos. 2015. The byzantine fortifications in Crete between 5th c. A.D. until 1206. Rethymno: MA dissertation.;;
125;Anatoli Mesokastella;35,055483;25,653811;Y;;settlement\church\fortification;201;600;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;Gigourtakes, Nikos. 2015. The byzantine fortifications in Crete between 5th c. A.D. until 1206. Rethymno: MA dissertation.;;
126;Ano Malaki ;35,277211;24,410308;Y;;church;501;824;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;Volanakes, Ioannis. 1987. Ta palaiochristianika mnemeia tes Kretes. Kretika Chronika KZ', 235-261.;;
127;Ano Malaki ;35,277211;24,410308;Y;;church;1101;1205;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;Volanakes, Ioannis. 1987. Ta palaiochristianika mnemeia tes Kretes. Kretika Chronika KZ', 235-261.;;
128;Ano Viannos (Biennos);35,055493;25,407246;Y;Y;city\settlement\church\cemetery\fortification\coin;201;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;coins
129;Ano Viran Episkopi, Ag. Dimitrios;35,361363;24,613753;Y;;church;961;1205;Curuni S. A. 1988: L’ Istituto Veneto di Scienze, Lettere ed Arti e la missione cretese di Giuseppe Gerola, in: Curuni S.A. & Donati L. (eds), Creta Veneziana. Venice.  37-113.;;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;;
130;Ano Viran Episkopi, Ag. Irene and Ag. Anarghiroi;35,365117;24,61371;Y;;cemetery church           city                ;201;824;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;;In Synecdemos, Viran was deserted, Basilica 10th - 11th c., Ag. Dimitrios - 14th c. , 4)
131;Ano Viran Episkopi, Ag. Irene and Ag. Anarghiroi;35,365117;24,61371;Y;;cemetery church           city                ;901;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;;
132;Anopolis (Sfakia);35,211689;24,098277;Y;Y;city\church;201;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
133;Antiskari;34,958738;24,879672;N;;settlement;201;824;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;coordinates: village center
134;Anydroi;35,25142;23,719516;N;;church;1101;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;coordinates: church Ag. Georgios 
135;Apano Moulia (Ag. Apostolon Petrou kai Pavlou);35,114299;24,995913;Y;;church;961;1205;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology.;;ΑΔ 62 (2007);;
136;Apigania - Kissopotamos ;35,01232;25,485601;N;;church;401;824;Kalokyris, Konstantinos. D. 1959. E vasilike tes vyzantines Syvritou. Kretika Chronika, volume IG (13), 7-38. ;;;;coordinates: Ano Kornias
137;Apigania - Kissopotamos ;35,01232;25,485601;N;;church;961;1205;Kalokyris, Konstantinos. D. 1959. E vasilike tes vyzantines Syvritou. Kretika Chronika, volume IG (13), 7-38. ;;;;coordinates: Ano Kornias
138;Apodoulou - Ag. Georgios Xifoforou;35,155704;24,737059;Y;;church;961;1205;Curuni S. A. 1988: L’ Istituto Veneto di Scienze, Lettere ed Arti e la missione cretese di Giuseppe Gerola, in: Curuni S.A. & Donati L. (eds), Creta Veneziana. Venice.  37-113.;;Gerola, Giuseppe. 1908. Monumenti Veneti nell’ isola di Creta vol. II, Venice;;
139;Apolichnos ;35,07846;24,889164;N;;settlement ;961;1205;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;coordinates: area
140;Apomarma ;35,113098;24,952575;N;;settlement;201;824;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;coordinates: village center
141;Apomarmas;35,11311;24,95239;N;;settlement;961;1205;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;coordinates: village center
142;Apostoli;35,263954;24,627347;Y;;settlement\church;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;N of  the present Apostoli, Amari river valley
143;Apostoli Kefali - AKS KO1;35,548056;24,163517;Y;;settlement;301;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
144;Apostoli Kefali - AKS KO1;35,548056;24,163517;Y;;settlement ;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
145;Aptera - Palaiokastro;35,462996;24,141584;Y;Y;city\church\monastery\cemetery;201;824;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;official site: YΠΠΟ/ΑΡΧ/Α1/Φ25/41398/21217
146;Aptera - Palaiokastro (S of St. John monastery);35,462603;24,141616;Y;;fortification ;961;1205;Pariente, Anne. 1994. Chronique des fouilles et découvertes archéologiques en Grèce en 1993. Bulletin de Correspondance Hellénique 118, 695–866.;;;;
147;Aradena;35,223562;24,062616;Y;Y;city\church;201;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;; in Synecdemos
148;Argoules - Ag. Marina;35,180401;24,291728;Υ;;church;961;1205;Gerola, Giuseppe, and Konstantinos E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Antourakes, Georgios. 1977. Ai monai Myriokefalon kai Roustikon Kretes meta ton parekklesion auton. Athens. ;;
149;Argoules Ag. Paraskevi;35,191944;24,28146;Υ;;church;961;1205;Gerola, Giuseppe, and Konstantinos E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Antourakes, Georgios. 1977. Ai monai Myriokefalon kai Roustikon Kretes meta ton parekklesion auton. Athens. ;;
150;Archanes - Ag. Tryphon, George and Charalampos ;35,234774;25,158758;Y;;church;961;1205;Andrianakes, Michales G. and Giapitsoglou, Kostas D. 2014. Christianika mnemeia tes Kretes. Heraklion. ;;;;
151;Archanes - Asomatos;35,216063;25,156938;Y;;coin;824;961;Miles, George C. 1970. The coinage of the Arab amirs of Crete. New York: American Numismatic Society.;;;;
152;Archanes - Asomatos;35,216063;25,156938;Y;;church;1101;1205;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;;;;Asomatos: Arch. Michael - frescoes 1315/16
153;Archangelos;35,249646;23,612872;Ν;;settlement;201;400;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
154;Archangelos;35,249646;23,612872;N;;settlement;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
155;Arkalospilios;35,336799;24,964167;Y;;settlement;401;824;Faure, Paul. 1965. Recherches sur le peuplement des montagnes de Crète : sites, cavernes et cultes. Bulletin de Correspondance Hellénique 89 (1): 27-63.;;;;cave
156;Armenoi ;35,429882;24,157231;Y;;church;401;600;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;columns and mosaic
157;Armi (Agioi Deka);35,06672;24,951953;Y;;settlement;201;824;Pariente, Anne. 1993. Chronique des fouilles et découvertes archéologiques en Grèce en 1992. Bulletin de correspondance hellénique. Volume 117, livraison 2, 1993, 757-758.;;ΑΔ 41 (1986);;official site: ΥΠΠΟ/ΑΡΧ/Α1/Φ23/16202/687, ΥΠΠΟ/ΑΡΧ/01/Φ38/38550/996 π.ε.
158;Armi (Agioi Deka);35,06672;24,951953;Y;;settlement ;961;1205;Pariente, Anne. 1993. Chronique des fouilles et découvertes archéologiques en Grèce en 1992. Bulletin de correspondance hellénique. Volume 117, livraison 2, 1993, 757-758.;;ΑΔ 41 (1986);;official site: ΥΠΠΟ/ΑΡΧ/Α1/Φ23/16202/687, ΥΠΠΟ/ΑΡΧ/01/Φ38/38550/996 π.ε.
159;Aroni - Ag. Georgios Argoulide;35,518346;24,095646;Y;;church;961;1205;Gerola, Giuseppe, and Konstantinos E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;;;
160;Arvi;35,002649;25,461034;Y;;city\cemetery\church\water construction;301;1205;Volanakes, Ioannis. 1987. Ta palaiochristianika mnemeia tes Kretes. Kretika Chronika KZ', 235-261.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;official site: ΥΠΠΟ/ΑΡΧ/Α1/Φ43/40285/2608
161;Asfendiles (Ag. Ioannis);35,270789;23,739309;Y;;church;961;1205;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;;;
162;Asirmatos - AKS AS6b;35,505943;24,063715;Y;;settlement ;301;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
163;Askyfou;35,290861;24,184356;Y;Y;settlement;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
164;Aspro Nero - Agios Antonios - SE CRETE 15;35,042816;26,181303;Y;;settlement;201;1205;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;;;
165;Astale ;35,411828;24,7824;N;Y;settlement;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
166;Astrategos;35,190825;24,220484;N;;settlement ;401;700;Curuni S.A. 1988: L’ Istituto Veneto di Scienze, Lettere ed Arti e la missione cretese di Giuseppe Gerola, in: Curuni S.A. & Donati L. (eds), Creta Veneziana (Venice) 37-113.;;;;1,5km NW of Fraggokastello
167;Astrategos;35,190825;24,220484;N;;church;1101;1205;Curuni S.A. 1988: L’ Istituto Veneto di Scienze, Lettere ed Arti e la missione cretese di Giuseppe Gerola, in: Curuni S.A. & Donati L. (eds), Creta Veneziana (Venice) 37-113.;;;;1,5km NW of Fraggokastello
168;Astrikas;35,475865;23,750682;Y;;cemetery;501;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;rock-hewn grave, funerary inscription 
169;Astritsi ;35,190183;25,226057;Y;;settlement;201;1205;Watrous, L. Vance, D. Matthew Buell, Eleni Kokinou, and Pantelis Soupios. 2017. The Galatas Survey The Socio-Economic and Political Development of a Contested Territory in Central Crete During the Neolithic to Ottoman Periods. Havertown: Institute for Aegean Prehistory Press. http://public.eblib.com/choice/PublicFullRecord.aspx?p=6385959.;;;;citace z Galatas 
170;Atsipopoulo;35,352329;24,433789;Y;Y;settlement ;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
171;Avdou;35,23177;25,431392;Y;;church;401;600;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
